aging_risk,demand_forecast,inventory_aging_risk,material_id,replenishment_quantity,plant,safe_stock,closing_stock,stock_replenishment_prediction
No Risk,0.0,False,10-0000054,0.0,Hyderabad East,0.0,90.0,False
No Risk,0.0,False,10-0000055,0.0,Hyderabad East,0.0,110.0,False
<3 Months,47.0,False,10-0000057,24.408453417975693,Hyderabad East,4.408453417975689,27.0,True
6+ Months,0.0,True,10-0000058,0.0,Hyderabad East,0.0,2.0,False
6+ Months,0.0,True,10-0000061,0.0,Hyderabad East,0.0,1.0,False
3+ Months,0.0,True,10-0000066,0.0,Hyderabad East,0.0,1.0,False
No Risk,0.0,False,10-0000071,0.0,Hyderabad East,0.0,9.0,False
No Risk,0.0,False,10-0000073,0.0,Hyderabad East,0.0,9.0,False
<3 Months,20.0,False,10-0000074,7.858892350092056,Hyderabad East,1.8588923500920564,14.0,True
No Risk,59.0,False,10-0000076,0.0,Hyderabad East,8.746955514305006,80.0,False
<3 Months,119.0,False,10-0000077,95.65710912842955,Hyderabad East,8.657109128429562,32.0,True
No Risk,0.0,False,10-0000079,0.0,Hyderabad East,0.0,0.0,False
No Risk,65.0,False,10-0000080,0.0,Hyderabad East,5.16666832092612,94.0,False
No Risk,27.6,False,10-0000082,7.369066911665989,Hyderabad East,3.769066911665987,24.0,True
<3 Months,44.8,False,10-0000083,20.047461147808782,Hyderabad East,8.247461147808785,33.0,True
No Risk,45.0,False,10-0000084,51.16864434676883,Hyderabad East,6.168644346768832,0.0,True
No Risk,0.0,False,10-0000085,0.0,Hyderabad East,0.0,3.0,False
No Risk,2.0,False,10-0000086,0.0,Hyderabad East,0.501305986706415,6.0,False
No Risk,37.0,False,10-0000089,11.118086968984962,Hyderabad East,3.1180869689849646,29.0,True
No Risk,28.6,False,10-0000095,17.791385640704096,Hyderabad East,3.1913856407040986,14.0,True
No Risk,0.0,False,10-0000098,0.0,Hyderabad East,0.0,2.0,False
No Risk,54.0,False,10-0000100,8.257702491388528,Hyderabad East,11.257702491388525,57.0,True
<3 Months,38.0,False,10-0000103,19.81051177665153,Hyderabad East,3.8105117766515297,22.0,True
No Risk,145.0,False,10-0000104,72.7090694631259,Hyderabad East,11.709069463125909,84.0,True
No Risk,298.0,False,10-0000105,191.9655017537703,Hyderabad East,38.965501753770305,145.0,True
No Risk,16.5,False,10-0000106,0.2086506717438609,Hyderabad East,2.708650671743859,19.0,True
<3 Months,671.0,False,10-0000107,351.9755122377569,Hyderabad East,13.97551223775688,333.0,True
No Risk,45.0,False,10-0000108,51.10780081283196,Hyderabad East,6.107800812831961,0.0,True
No Risk,0.0,False,10-0000112,0.0,Hyderabad East,0.0,3.0,False
No Risk,69.0,False,10-0000113,14.242115142525137,Hyderabad East,9.24211514252513,64.0,True
No Risk,12.5,False,10-0000114,5.135169860238177,Hyderabad East,2.635169860238177,10.0,True
No Risk,26.0,False,10-0000117,19.32528772612814,Hyderabad East,3.32528772612814,10.0,True
No Risk,0.0,False,10-0000118,0.0,Hyderabad East,0.0,0.0,False
No Risk,34.0,False,10-0000120,41.01231334593217,Hyderabad East,7.012313345932172,0.0,True
No Risk,0.0,False,10-0000121,0.0,Hyderabad East,0.0,0.0,False
<3 Months,15.0,False,10-0000122,0.0,Hyderabad East,6.713258981586078,49.0,False
No Risk,19.0,False,10-0000124,1.3535084957055403,Hyderabad East,3.353508495705539,21.0,True
No Risk,0.0,False,10-0000125,0.0,Hyderabad East,0.0,4.0,False
No Risk,57.0,False,10-0000126,17.481897383788322,Hyderabad East,7.481897383788317,47.0,True
No Risk,0.0,False,10-0000127,0.0,Hyderabad East,0.0,3.0,False
No Risk,3.8,False,10-0000128,2.13681596455044,Hyderabad East,1.3368159645504398,3.0,True
<3 Months,187.0,False,10-0000129,35.44771360637529,Hyderabad East,22.44771360637528,174.0,True
No Risk,0.0,False,10-0000130,0.0,Hyderabad East,0.0,1.0,False
No Risk,0.0,False,10-0000131,0.0,Hyderabad East,0.0,0.0,False
No Risk,23.0,False,10-0000132,0.0,Hyderabad East,3.048180415617462,31.0,False
No Risk,41.0,False,10-0000133,19.964052413687483,Hyderabad East,3.96405241368748,25.0,True
No Risk,98.0,False,10-0000134,26.27328866206976,Hyderabad East,14.273288662069762,86.0,True
No Risk,109.0,False,10-0000135,62.04546561364994,Hyderabad East,13.045465613649943,60.0,True
No Risk,5.800000000000001,False,10-0000137,2.0808125425802055,Hyderabad East,1.2808125425802048,5.0,True
No Risk,12.0,False,10-0000138,4.331956095377706,Hyderabad East,2.3319560953777048,10.0,True
No Risk,35.0,False,10-0000140,17.375258491101043,Hyderabad East,5.375258491101041,23.0,True
No Risk,121.0,False,10-0000141,6.15762428871858,Hyderabad East,13.157624288718573,128.0,True
No Risk,20.0,False,10-0000143,2.6838316172994894,Hyderabad East,3.6838316172994903,21.0,True
<3 Months,44.0,False,10-0000144,0.0,Hyderabad East,8.722580114057642,69.0,False
<3 Months,710.0,False,10-0000145,602.8981481972081,Hyderabad East,44.89814819720811,152.0,True
6+ Months,4.0,True,10-0000147,0.0,Hyderabad East,40.52042504902738,801.0,False
3+ Months,0.0,True,10-0000150,0.0,Hyderabad East,0.0,10.0,False
3+ Months,0.0,True,10-0000157,0.0,Hyderabad East,0.0,19.0,False
<3 Months,828.0,False,10-0000158,0.0,Hyderabad East,188.59551635301816,56170.0,False
<3 Months,27.0,False,10-0000160,0.0,Hyderabad East,9.656829239535018,105.0,False
3+ Months,0.0,True,10-0000162,0.0,Hyderabad East,0.0,29.0,False
<3 Months,120.0,False,10-0000164,0.0,Hyderabad East,8.359693820304111,153.0,False
<3 Months,342.0,False,10-0000165,12.72502677700396,Hyderabad East,21.725026777003944,351.0,True
6+ Months,0.0,True,10-0000168,0.0,Hyderabad East,0.0,240.0,False
1+ Year,0.0,True,10-0000169,0.0,Hyderabad East,0.0,0.0,False
3+ Months,0.0,True,10-0000176,0.0,Hyderabad East,0.0,179.0,False
<3 Months,68.0,False,10-0000178,0.0,Hyderabad East,11.702807848480704,164.0,False
6+ Months,0.0,True,10-0000179,0.0,Hyderabad East,0.0,24.0,False
<3 Months,4245.0,False,10-0000181,1827.7369391128088,Hyderabad East,199.73693911280867,2617.0,True
<3 Months,0.8,False,10-0000183,0.0,Hyderabad East,1.8381219512568547,3834.0,False
3+ Months,0.0,True,10-0000184,0.0,Hyderabad East,0.0,19.0,False
<3 Months,199.0,False,10-0000185,0.0,Hyderabad East,60.090479375176066,375.0,False
<3 Months,714.0,False,10-0000187,755.7086402417317,Hyderabad East,60.70864024173164,19.0,True
3+ Months,25.5,True,10-0000188,0.0,Hyderabad East,5.98484142839866,97.0,False
3+ Months,0.0,True,10-0000193,0.0,Hyderabad East,0.0,3.0,False
<3 Months,15.0,False,10-0000194,0.0,Hyderabad East,11.797862420468704,76.0,False
<3 Months,42.0,False,10-0000195,0.0,Hyderabad East,15.34793396268947,79.0,False
3+ Months,0.0,True,10-0000196,0.0,Hyderabad East,0.0,9.0,False
<3 Months,840.0,False,10-0000200,363.13710457584114,Hyderabad East,165.13710457584116,642.0,True
3+ Months,0.0,True,10-0000205,0.0,Hyderabad East,0.0,5.0,False
<3 Months,40.5,False,10-0000206,31.925140988282948,Hyderabad East,17.425140988282948,26.0,True
6+ Months,0.0,True,10-0000211,0.0,Hyderabad East,0.0,0.0,False
6+ Months,0.0,True,10-0000213,0.0,Hyderabad East,0.0,2.0,False
No Risk,0.0,False,10-0000216,0.0,Hyderabad East,0.0,0.0,False
<3 Months,5.8,False,10-0000218,4.892571067922604,Hyderabad East,1.0925710679226035,2.0,True
3+ Months,0.0,True,10-0000219,0.0,Hyderabad East,0.0,7.0,False
3+ Months,0.0,True,10-0000222,0.0,Hyderabad East,0.0,119.0,False
<3 Months,12.0,False,10-0000224,0.4567614238968041,Hyderabad East,1.4567614238968047,13.0,True
No Risk,1.0,False,10-0000230,0.0,Hyderabad East,0.7657575434722241,12.0,False
No Risk,86.0,False,10-0000232,7.717055287328989,Hyderabad East,7.7170552873289875,86.0,True
No Risk,7.5,False,10-0000233,0.0,Hyderabad East,5.410048076709456,15.0,False
No Risk,0.0,False,10-0000234,0.0,Hyderabad East,0.0,6.0,False
No Risk,0.0,False,10-0000235,0.0,Hyderabad East,0.0,6.0,False
No Risk,78.0,False,10-0000238,44.91356308935683,Hyderabad East,7.913563089356828,41.0,True
No Risk,99.0,False,10-0000239,65.47146375878992,Hyderabad East,11.471463758789929,45.0,True
No Risk,129.0,False,10-0000241,88.35584658834333,Hyderabad East,9.355846588343322,50.0,True
3+ Months,0.0,True,10-0000243,0.0,Hyderabad East,0.0,0.0,False
No Risk,161.0,False,10-0000244,103.33021382932684,Hyderabad East,12.330213829326851,70.0,True
No Risk,0.0,False,10-0000245,0.0,Hyderabad East,0.0,1.0,False
No Risk,50.0,False,10-0000248,26.294668073365436,Hyderabad East,6.294668073365437,30.0,True
No Risk,7.0,False,10-0000250,0.0,Hyderabad East,1.9397511735747484,11.0,False
No Risk,0.0,False,10-0000251,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000253,0.0,Hyderabad East,0.0,2.0,False
No Risk,46.0,False,10-0000254,30.70932556590092,Hyderabad East,3.709325565900916,19.0,True
No Risk,0.0,False,10-0000260,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000261,0.0,Hyderabad East,0.0,5.0,False
No Risk,1.8,False,10-0000262,0.0,Hyderabad East,1.1933469416213052,19.0,False
No Risk,0.0,False,10-0000265,0.0,Hyderabad East,0.0,38.0,False
No Risk,0.8,False,10-0000267,0.0,Hyderabad East,1.6372584965775516,5.0,False
<3 Months,91.0,False,10-0000272,81.26657852526267,Hyderabad East,10.26657852526267,20.0,True
3+ Months,0.0,True,10-0000275,0.0,Hyderabad East,0.0,2.0,False
<3 Months,25.5,False,10-0000277,14.60465144218034,Hyderabad East,5.104651442180342,16.0,True
No Risk,49.0,False,10-0000288,0.0,Hyderabad East,14.326011845053577,80.0,False
No Risk,7.299999999999999,False,10-0000289,9.074352536300754,Hyderabad East,1.7743525363007553,0.0,True
<3 Months,173.0,False,10-0000290,156.8563731518416,Hyderabad East,13.85637315184161,30.0,True
<3 Months,37.0,False,10-0000292,14.662587683021968,Hyderabad East,7.662587683021968,30.0,True
No Risk,302.0,False,10-0000296,186.90167933498037,Hyderabad East,21.9016793349804,137.0,True
3+ Months,0.0,True,10-0000297,0.0,Hyderabad East,0.0,26.0,False
<3 Months,61.0,False,10-0000298,45.72426231892979,Hyderabad East,11.724262318929789,27.0,True
No Risk,18.5,False,10-0000303,2.063428016779522,Hyderabad East,3.563428016779521,20.0,True
No Risk,1.4000000000000004,False,10-0000304,0.0,Hyderabad East,1.3236967465862703,35.0,False
No Risk,0.0,False,10-0000307,0.0,Hyderabad East,0.0,4.0,False
<3 Months,37.0,False,10-0000309,43.71533835564294,Hyderabad East,6.71533835564294,0.0,True
<3 Months,414.0,False,10-0000314,209.3828477100044,Hyderabad East,20.38284771000438,225.0,True
3+ Months,0.0,True,10-0000323,0.0,Hyderabad East,0.0,75.0,False
3+ Months,0.0,True,10-0000324,0.0,Hyderabad East,0.0,5.0,False
<3 Months,10.5,False,10-0000334,0.0,Hyderabad East,2.2481274258984794,43.0,False
<3 Months,60.0,False,10-0000335,64.09327671712032,Hyderabad East,20.09327671712031,16.0,True
<3 Months,35.0,False,10-0000336,31.72258011405764,Hyderabad East,8.722580114057642,12.0,True
3+ Months,0.0,True,10-0000338,0.0,Hyderabad East,0.0,8.0,False
3+ Months,0.0,True,10-0000339,0.0,Hyderabad East,0.0,6.0,False
<3 Months,50.0,False,10-0000344,48.836435522491314,Hyderabad East,12.836435522491316,14.0,True
<3 Months,21.799999999999997,False,10-0000347,0.0,Hyderabad East,6.008124307328176,42.0,False
<3 Months,94.0,False,10-0000348,80.02163986898054,Hyderabad East,14.02163986898054,28.0,True
<3 Months,424.0,False,10-0000349,132.81317790337044,Hyderabad East,35.81317790337045,327.0,True
<3 Months,213.0,False,10-0000353,116.26371196630944,Hyderabad East,16.26371196630944,113.0,True
6+ Months,0.0,True,10-0000355,0.0,Hyderabad East,0.0,1.0,False
<3 Months,556.0,False,10-0000359,270.4934611851054,Hyderabad East,60.49346118510534,346.0,True
<3 Months,14.0,False,10-0000362,0.0,Hyderabad East,4.1900637960996026,19.0,False
3+ Months,0.0,True,10-0000363,0.0,Hyderabad East,0.0,0.0,False
3+ Months,0.0,True,10-0000365,0.0,Hyderabad East,0.0,16.0,False
No Risk,0.0,False,10-0000378,0.0,Hyderabad East,0.0,167.0,False
No Risk,0.0,False,10-0000382,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000386,0.0,Hyderabad East,0.0,10.0,False
1+ Year,0.0,True,10-0000387,0.0,Hyderabad East,0.0,0.0,False
3+ Months,0.0,True,10-0000388,0.0,Hyderabad East,0.0,28.0,False
<3 Months,129.0,False,10-0000390,122.09574459240751,Hyderabad East,19.095744592407534,26.0,True
No Risk,0.0,False,10-0000394,0.0,Hyderabad East,0.0,0.0,False
<3 Months,9.5,False,10-0000396,1.510439102438914,Hyderabad East,2.0104391024389137,10.0,True
<3 Months,396.0,False,10-0000403,268.94604905449887,Hyderabad East,25.946049054498864,153.0,True
No Risk,0.0,False,10-0000406,0.0,Hyderabad East,0.0,4.0,False
No Risk,0.0,False,10-0000408,0.0,Hyderabad East,0.0,11.0,False
No Risk,0.0,False,10-0000409,0.0,Hyderabad East,0.0,2.0,False
No Risk,54.0,False,10-0000410,29.792640945104424,Hyderabad East,25.79264094510442,50.0,True
No Risk,0.0,False,10-0000411,0.0,Hyderabad East,0.0,0.0,False
3+ Months,0.0,True,10-0000412,0.0,Hyderabad East,0.0,6.0,False
<3 Months,11.0,False,10-0000415,0.0104391024389123,Hyderabad East,2.010439102438913,13.0,True
No Risk,7.6,False,10-0000416,0.0,Hyderabad East,1.8979138344711344,44.0,False
<3 Months,26.0,False,10-0000417,0.0,Hyderabad East,5.673475735655958,77.0,False
No Risk,46.0,False,10-0000419,18.432732813097097,Hyderabad East,4.432732813097096,32.0,True
3+ Months,0.0,True,10-0000420,0.0,Hyderabad East,0.0,19.0,False
<3 Months,32.0,False,10-0000421,40.658721703488425,Hyderabad East,8.658721703488428,0.0,True
No Risk,0.0,False,10-0000422,0.0,Hyderabad East,0.0,45.0,False
<3 Months,7.0,False,10-0000429,0.0,Hyderabad East,2.2728328646799416,54.0,False
<3 Months,24.0,False,10-0000430,27.093644228961143,Hyderabad East,3.093644228961148,0.0,True
No Risk,0.0,False,10-0000434,0.0,Hyderabad East,0.0,0.0,False
<3 Months,17.0,False,10-0000439,0.0,Hyderabad East,2.355782574530497,48.0,False
No Risk,4.0,False,10-0000440,0.0,Hyderabad East,7.087075180593516,43.0,False
<3 Months,958.0,False,10-0000442,458.2066827767171,Hyderabad East,77.20668277671703,577.0,True
No Risk,51.0,False,10-0000445,0.0,Hyderabad East,11.23784214846632,98.0,False
No Risk,0.0,False,10-0000456,0.0,Hyderabad East,0.0,0.0,False
<3 Months,5.0,False,10-0000460,0.0,Hyderabad East,2.0652481691070443,20.0,False
No Risk,59.0,False,10-0000461,0.0,Hyderabad East,10.415093522236036,98.0,False
No Risk,0.0,False,10-0000462,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000468,0.0,Hyderabad East,0.0,3.0,False
<3 Months,93.0,False,10-0000469,122.33750607786226,Hyderabad East,58.33750607786224,29.0,True
No Risk,16.0,False,10-0000471,8.680151402152784,Hyderabad East,2.680151402152785,10.0,True
No Risk,0.0,False,10-0000474,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000476,0.0,Hyderabad East,0.0,4.0,False
3+ Months,0.0,True,10-0000478,0.0,Hyderabad East,0.0,2.0,False
1+ Year,0.0,True,10-0000480,0.0,Hyderabad East,0.0,0.0,False
3+ Months,0.0,True,10-0000482,0.0,Hyderabad East,0.0,3.0,False
No Risk,0.0,False,10-0000483,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000485,0.0,Hyderabad East,0.0,14.0,False
No Risk,0.0,False,10-0000487,0.0,Hyderabad East,0.0,9.0,False
3+ Months,0.0,True,10-0000489,0.0,Hyderabad East,0.0,15.0,False
No Risk,0.0,False,10-0000496,0.0,Hyderabad East,0.0,6.0,False
No Risk,0.0,False,10-0000497,0.0,Hyderabad East,0.0,1.0,False
3+ Months,0.0,True,10-0000500,0.0,Hyderabad East,0.0,13.0,False
No Risk,57.0,False,10-0000501,31.080040183646688,Hyderabad East,16.08004018364669,42.0,True
3+ Months,0.0,True,10-0000503,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000504,0.0,Hyderabad East,0.0,0.0,False
No Risk,76.0,False,10-0000520,0.0,Hyderabad East,10.83556909868179,100.0,False
No Risk,72.0,False,10-0000522,45.70109301261272,Hyderabad East,5.701093012612716,32.0,True
<3 Months,184.0,False,10-0000523,112.82267651383322,Hyderabad East,10.822676513833208,82.0,True
<3 Months,116.0,False,10-0000524,55.14648474069148,Hyderabad East,15.146484740691482,76.0,True
No Risk,0.0,False,10-0000527,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000530,0.0,Hyderabad East,0.0,2.0,False
<3 Months,15.5,False,10-0000534,0.0,Hyderabad East,2.1990743244864155,29.0,False
1+ Year,0.0,True,10-0000535,0.0,Hyderabad East,0.0,0.0,False
No Risk,233.0,False,10-0000544,216.94392928033113,Hyderabad East,37.94392928033112,54.0,True
<3 Months,96.0,False,10-0000545,0.0,Hyderabad East,11.148345858674071,180.0,False
<3 Months,134.0,False,10-0000547,98.48891257391514,Hyderabad East,20.48891257391515,56.0,True
No Risk,24.0,False,10-0000549,6.502460865588265,Hyderabad East,4.502460865588266,22.0,True
No Risk,346.0,False,10-0000550,126.57372808978198,Hyderabad East,27.57372808978196,247.0,True
No Risk,0.0,False,10-0000552,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000553,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000561,0.0,Hyderabad East,0.0,0.0,False
<3 Months,79.0,False,10-0000562,21.36524819746917,Hyderabad East,6.365248197469177,64.0,True
<3 Months,163.0,False,10-0000563,90.42521809019246,Hyderabad East,13.425218090192455,86.0,True
<3 Months,52.0,False,10-0000565,27.945695496498523,Hyderabad East,7.945695496498523,32.0,True
<3 Months,12.0,False,10-0000570,0.0,Hyderabad East,43.62322334931951,116.0,False
No Risk,0.0,False,10-0000571,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000572,0.0,Hyderabad East,0.0,20.0,False
No Risk,0.0,False,10-0000575,0.0,Hyderabad East,0.0,29.0,False
No Risk,11.0,False,10-0000581,0.0,Hyderabad East,3.5800408248639157,29.0,False
No Risk,0.0,False,10-0000583,0.0,Hyderabad East,0.0,8.0,False
No Risk,0.0,False,10-0000590,0.0,Hyderabad East,0.0,18.0,False
No Risk,117.0,False,10-0000592,17.67517053101284,Hyderabad East,32.67517053101283,132.0,True
No Risk,9.0,False,10-0000598,0.0,Hyderabad East,2.6142251389126905,18.0,False
1+ Year,0.0,True,10-0000600,0.0,Hyderabad East,0.0,0.0,False
6+ Months,0.0,True,10-0000608,0.0,Hyderabad East,0.0,49.0,False
No Risk,66.0,False,10-0000613,32.10788441395778,Hyderabad East,11.10788441395778,45.0,True
<3 Months,8.0,False,10-0000619,1.4939657945961056,Hyderabad East,2.4939657945961056,9.0,True
<3 Months,110.0,False,10-0000623,0.0,Hyderabad East,28.99400203225063,175.0,False
3+ Months,0.0,True,10-0000624,0.0,Hyderabad East,0.0,10.0,False
No Risk,0.0,False,10-0000625,0.0,Hyderabad East,0.0,0.0,False
<3 Months,40.0,False,10-0000626,11.04844416246614,Hyderabad East,5.048444162466142,34.0,True
No Risk,569.0,False,10-0000630,367.7905991991205,Hyderabad East,27.790599199120443,229.0,True
No Risk,29.0,False,10-0000631,12.113561062556949,Hyderabad East,4.113561062556944,21.0,True
No Risk,0.0,False,10-0000633,0.0,Hyderabad East,0.0,9.0,False
No Risk,59.0,False,10-0000634,32.444482985612694,Hyderabad East,7.444482985612696,34.0,True
No Risk,0.0,False,10-0000637,0.0,Hyderabad East,0.0,1.0,False
<3 Months,11.0,False,10-0000638,0.0,Hyderabad East,1.912569757400518,19.0,False
No Risk,0.0,False,10-0000639,0.0,Hyderabad East,0.0,3.0,False
No Risk,32.0,False,10-0000643,19.703336108249324,Hyderabad East,10.703336108249326,23.0,True
<3 Months,22.0,False,10-0000645,5.846182186166125,Hyderabad East,5.846182186166127,22.0,True
3+ Months,0.0,True,10-0000650,0.0,Hyderabad East,0.0,15.0,False
No Risk,0.0,False,10-0000652,0.0,Hyderabad East,0.0,0.0,False
1+ Year,0.0,True,10-0000656,0.0,Hyderabad East,0.0,1.0,False
<3 Months,353.0,False,10-0000658,59.0747351475282,Hyderabad East,21.074735147528223,315.0,True
No Risk,0.0,False,10-0000663,0.0,Hyderabad East,0.0,3.0,False
<3 Months,640.0,False,10-0000666,331.26851905805665,Hyderabad East,74.26851905805664,383.0,True
No Risk,0.0,False,10-0000676,0.0,Hyderabad East,0.0,0.0,False
No Risk,0.0,False,10-0000680,0.0,Hyderabad East,0.0,4.0,False
No Risk,0.0,False,10-0000681,0.0,Hyderabad East,0.0,0.0,False
<3 Months,77.5,False,10-0000684,48.84844125679567,Hyderabad East,31.34844125679567,60.0,True
<3 Months,444.0,False,10-0000687,264.46929145434575,Hyderabad East,54.46929145434574,234.0,True
No Risk,0.0,False,10-0000688,0.0,Hyderabad East,0.0,1.0,False
No Risk,7.0,False,10-0000689,0.0,Hyderabad East,13.347255551956394,87.0,False
No Risk,0.0,False,10-0000695,0.0,Hyderabad East,0.0,15.0,False
1+ Year,0.0,True,10-0000702,0.0,Hyderabad East,0.0,0.0,False
<3 Months,322.0,False,10-0000703,206.91895561979945,Hyderabad East,47.91895561979944,163.0,True
3+ Months,0.0,True,10-0000704,0.0,Hyderabad East,0.0,8.0,False
3+ Months,0.0,True,10-0000715,0.0,Hyderabad East,0.0,13.0,False
6+ Months,0.0,True,10-0000716,0.0,Hyderabad East,0.0,1.0,False
6+ Months,0.0,True,10-0000718,0.0,Hyderabad East,0.0,8.0,False
<3 Months,10.0,False,10-0000720,12.821006367074864,Hyderabad East,2.821006367074864,0.0,True
No Risk,8.0,False,10-0000725,26.343963584787232,Hyderabad East,18.343963584787232,0.0,True
No Risk,0.0,False,10-0000729,0.0,Hyderabad East,0.0,0.0,False
3+ Months,0.0,True,10-0000730,0.0,Hyderabad East,0.0,7.0,False
<3 Months,17.0,False,10-0000731,4.104942827175119,Hyderabad East,6.104942827175118,19.0,True
No Risk,143.2,False,10-0000738,119.72502979412675,Hyderabad East,19.525029794126777,43.0,True
No Risk,0.0,False,10-0000742,0.0,Hyderabad East,0.0,0.0,False
No Risk,79.0,False,10-0000746,33.40687959836093,Hyderabad East,7.406879598360931,53.0,True
No Risk,0.0,False,10-0000747,0.0,Hyderabad East,0.0,0.0,False
No Risk,12.0,False,10-0000748,1.482294544071662,Hyderabad East,1.4822945440716615,12.0,True
No Risk,30.0,False,10-0000749,26.915324920203844,Hyderabad East,3.915324920203843,7.0,True
No Risk,0.0,False,10-0000750,0.0,Hyderabad East,0.0,1.0,False
No Risk,4.0,False,10-0000752,6.369079665511158,Hyderabad East,2.3690796655111583,0.0,True
No Risk,46.0,False,10-0000753,53.39556129871674,Hyderabad East,7.395561298716745,0.0,True
No Risk,9.5,False,10-0000754,0.5614420363499839,Hyderabad East,2.061442036349984,11.0,True
No Risk,0.0,False,10-0000758,0.0,Hyderabad East,0.0,3.0,False
No Risk,0.0,False,10-0000763,0.0,Hyderabad East,0.0,7.0,False
No Risk,0.0,False,10-0000773,0.0,Hyderabad East,0.0,3.0,False
No Risk,0.8,False,10-0000776,14.107483249093006,Hyderabad East,14.307483249093004,1.0,True
No Risk,61.0,False,10-0000777,27.85118181832101,Hyderabad East,6.851181818321004,40.0,True
No Risk,0.0,False,10-0000778,0.0,Hyderabad East,0.0,4.0,False
No Risk,0.0,False,10-0000780,0.0,Hyderabad East,0.0,0.0,False
No Risk,30.0,False,10-0000782,33.66483287477069,Hyderabad East,3.6648328747706898,0.0,True
No Risk,43.0,False,10-0000783,14.11356106255694,Hyderabad East,4.113561062556943,33.0,True
No Risk,0.0,False,10-0000784,0.0,Hyderabad East,0.0,3.0,False
No Risk,7.5,False,10-0000785,0.0,Hyderabad East,1.4946056850708664,17.0,False
No Risk,0.0,False,10-0000786,0.0,Hyderabad East,0.0,11.0,False
No Risk,13.0,False,10-0000787,17.40449289842857,Hyderabad East,4.404492898428568,0.0,True
No Risk,0.0,False,10-0000788,0.0,Hyderabad East,0.0,0.0,False
No Risk,7.800000000000001,False,10-0000790,9.73434544683526,Hyderabad East,1.9343454468352617,0.0,True
No Risk,4.4,False,10-0000791,0.0,Hyderabad East,1.1178361652351796,16.0,False
